Норем тендеру,Дата публікації,Дата подачі пропозицій,Назва,Організатор,Код ЄДРПОУ,Вартість,Посилання
2055289,Опубліковано: 31.01.2018,Прийом пропозицій до: 08.02.2018 14:35,Підключення до мережі інтернет волоконно-оптичним кабелем з резервуванням інтернет каналу та користування мережею інтернет,"КП ""ОЗДОРОВЛЕННЯ ТА ВІДПОЧИНОК"" ДНІПРОПЕТРОВСЬКОЇ МІСЬКОЇ РАДИ",40909288,78 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3347061/
118503,Опубліковано: 15.03.2016,Прийом пропозицій до: 23.03.2016 18:00,послуги зв'язку інтернетом проводового мережами,Київська міська рада,22883141,18 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/118863/
1772276,Опубліковано: 01.12.2017,Прийом пропозицій до: 11.12.2017 17:00,Послуги доступу до мережі Інтернет,"ВП ХАЕС ДП ""НАЕК ""Енергоатом""",21313677,71 430 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2857385/
191448,Опубліковано: 14.06.2016,Прийом пропозицій до: 21.06.2016 17:00,послуги зв*язку інтернет,Навчально-науковий центр професійно-технічної освіти Національної академії педагогічних наук України,26125035,36 358 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/189615/
201761,Опубліковано: 25.06.2016,Прийом пропозицій до: 06.07.2016 16:00,"Послуги з підключення до мережі інтернет підпрозділу КП ""МТТУ""","Комунальне підприємство ""Маріупольське трамвайно-тролейбусне управління""",5393725,12 500 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/257009/
648100,Опубліковано: 23.01.2017,Прийом пропозицій до: 27.01.2017 16:24,Послуги зв’язку Інтернетом проводовими мережами (послуги зв’язку Інтернетом),Департамент з питань державного архітектурно-будівельного контролю міста Києва виконавчого органу Ки,40224921,14 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/995608/
326479,Опубліковано: 26.09.2016,Прийом пропозицій до: 30.09.2016 16:00,Підключення за допомогою оптоволоконного кабелю та надання послуги доступу до мережі Інтернет,ЖИТОМИРСЬКИЙ ОБЛАСНИЙ ІНСТИТУТ ПІСЛЯДИПЛОМНОЇ ПЕДАГОГІЧНОЇ ОСВІТИ ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ,2139713,12 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/441590/
295635,Опубліковано: 09.09.2016,Прийом пропозицій до: 15.09.2016 16:00,Послуги із забезпечення доступу до мережі Інтернет за технологією Wi-Fi,Шосткинська виправна колонія управління Державної пенітенціарної служби України в Сумській області (,8565084,121 232.4 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/395071/
2111012,Опубліковано: 12.02.2018,Прийом пропозицій до: 14.02.2018 16:00,Послуги до мереж інтернет,"Управління культури, туризму та охорони культурної спадщини Деснянської районної в місті Києві держа",37501627,6 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3445778/
272047,Опубліковано: 26.08.2016,Прийом пропозицій до: 30.08.2016 17:40,Послуги інтернет провайдерів,Козятинський місцевий центр з надання безоплатної вторинної правової допомоги,39750659,5 500 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/359600/
097599,Опубліковано: 12.02.2016,Прийом пропозицій до: 18.02.2016 14:00,Доступ до мережі інтернет,Карпатський біосферний заповідник,276104,6 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/98490/
090411,Опубліковано: 02.02.2016,Прийом пропозицій до: 12.02.2016 10:00,Послуги доступу до мережі інтернет,"Національний історико-архітектурний музей ""Київська фортеця""",2224229,4 700 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/91548/
160590,Опубліковано: 13.05.2016,Прийом пропозицій до: 23.05.2016 12:00,Код ДК 016-2010: 61.10.4 «Послуги зв’язку Інтернет проводовими мережами» за кодом ДК 021:2015 - 72400000-4,"Ренійська філія ДП ""АМПУ""",38728465,44 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/159741/
101931,Опубліковано: 19.02.2016,Прийом пропозицій до: 24.02.2016 12:00,Доступ до мережі інтернет,Карпатський біосферний заповідник,276104,6 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/102713/
1897792,Опубліковано: 22.12.2017,Прийом пропозицій до: 03.01.2018 18:00,Інтернет послуги,"Санаторно-оздоровчий центр соціальної реабілітації ""Смарагдове місто""",23354172,60 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3084733/
634637,Опубліковано: 19.01.2017,Прийом пропозицій до: 24.01.2017 10:00,72411000-4 – Постачальники інтернет-послуг (підключення до інтернет мережі).,"Київський науково-методичний центр по охороні, реставрації та використанню пам'яток історії, культур",21507625,20 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/973218/
1610002,Опубліковано: 27.10.2017,Прийом пропозицій до: 06.11.2017 18:00,ДК 021:2015 72400000-4 Інтернет-послуги (послуги зв’язку Інтернетом),"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №2"" Дарницького рай",38266365,56 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2586100/
077127,Опубліковано: 25.12.2015,Прийом пропозицій до: 31.12.2015 13:34,Послуги зв’язку Інтернетом проводовими мережами (послуги Інтернет-провайдерів),"Комунальний заклад освіти ""Міський дитячий будинок №1"" Дніпропетровської міської ради",24996843,1 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/78730/
180054,Опубліковано: 02.06.2016,Прийом пропозицій до: 15.06.2016 16:00,Разроблення Інтернет - сайту,"комунальне підприємство ""Маріупольське виробниче управління водопровідно-каналізаційного господарств",3361508,23 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/178464/
695046,Опубліковано: 02.02.2017,Прийом пропозицій до: 09.02.2017 16:10,телекомунікаціні послуги,Департамент цивільного захисту облдержадміністрації,20098691,4 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1074678/
438573,Опубліковано: 11.11.2016,Прийом пропозицій до: 22.11.2016 11:41,"61.10.4 (72411000-4, забезпечення доступу до мережі Інтернет по волоконно-оптичному каналу)",відокремлений підрозділ „Рівненська АЕС” державного підприємства   „Національна атомна енергогенерую,5425046,83 333.33 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/622155/
447263,Опубліковано: 15.11.2016,Прийом пропозицій до: 23.11.2016 12:00,Доступ до мережі Інтернет (основний канал),"ЮЖНЕНСЬКА ФІЛІЯ ДП ""АМПУ""",38728549,50 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/635679/
331340,Опубліковано: 27.09.2016,Прийом пропозицій до: 05.10.2016 00:00,Послуги зв’язку Інтернетом проводовими мережами,"Дитячий спеціалізований санаторій ""Ялинка"" Територіального медичного об'єднання ""САНАТОРНОГО ЛІКУВАН",5415970,40 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/449184/
334020,Опубліковано: 28.09.2016,Прийом пропозицій до: 30.09.2016 16:30,послуги зв'язку Інтернетом проводами мережами,Первомайський місцевий центр з надання безоплатної вторинної правової допомоги,40295861,5 280 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/453149/
493291,Опубліковано: 29.11.2016,Прийом пропозицій до: 07.12.2016 09:00,Прокладання зовнішньої та внутрішньої  високошвидкісної мережі інтернету,"Національний центр народної культури ""Музей Івана Гончара""",21657170,100 393 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/708960/
298754,Опубліковано: 12.09.2016,Прийом пропозицій до: 28.09.2016 16:00,організація структурованої кабельної мережі з підключенням до Інтернету та надання послуги доступу до мережі Інтернет в навчальних закладах м.Запоріжжя,ДЕПАРТАМЕНТ ОСВІТИ І НАУКИ ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,37573094,1 403 960 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/399675/
704399,Опубліковано: 06.02.2017,Прийом пропозицій до: 08.02.2017 16:00,Забезпечення безперервного Інтернет-зв'язку,Київська міська клінічна шкірно-венерологічна лікарня,1994008,6 100 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1091075/
519242,Опубліковано: 07.12.2016,Прийом пропозицій до: 16.12.2016 18:00,послуги «Доступ до мережі Інтернет»,"ВП ХАЕС ДП ""НАЕК ""Енергоатом""",21313677,81 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/752368/
1979196,Опубліковано: 18.01.2018,Прийом пропозицій до: 25.01.2018 18:00,7240 	Інтернет-послуги,Київська міська клінічна лікарня №1,1981738,50 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3218108/
171741,Опубліковано: 25.05.2016,Прийом пропозицій до: 02.06.2016 12:00,Код ДК 016-2010: 61.10.4 «Послуги зв’язку Інтернет проводовими мережами» за кодом ДК 021:2015 - 72400000-4,"Ренійська філія ДП ""АМПУ""",38728465,44 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/170592/
2070507,Опубліковано: 02.02.2018,Прийом пропозицій до: 06.02.2018 13:00,72411000-4 – Постачальники Інтернет – послуг,"Київський науково-методичний центр по охороні, реставрації та використанню пам'яток історії, культур",21507625,17 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3374662/
660721,Опубліковано: 25.01.2017,Прийом пропозицій до: 31.01.2017 17:00,телекомунікаціні послуги,Департамент цивільного захисту облдержадміністрації,20098691,4 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1015798/
2085326,Опубліковано: 06.02.2018,Прийом пропозицій до: 09.02.2018 12:00,Послуги до мереж інтернет,"Управління культури, туризму та охорони культурної спадщини Деснянської районної в місті Києві держа",37501627,6 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3401089/
999418,Опубліковано: 03.05.2017,Прийом пропозицій до: 12.05.2017 10:00,телекомунікаційні послуги з доступу до мережі інтернету,"Міське комунальне підприємство ""Центр сучасного поводження з тваринами ""Щасливі тварини""",41083518,4 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1588484/
010893,Опубліковано: 17.09.2015,Прийом пропозицій до: 01.10.2015 10:26,Послуги Інтернет,"Публічне акціонерне товариство ""Державний експортно-імпортний банк України""",32112,48 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/39337/
636129,Опубліковано: 19.01.2017,Прийом пропозицій до: 23.01.2017 13:28,Доступ до мережі Інтернет по оптоволоконній лінії зв’язку,Джулинська сільська рада,4329547,8 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/975536/
234379,Опубліковано: 28.07.2016,Прийом пропозицій до: 04.08.2016 16:00,підключення до мережі інтернет,Пустогородська сільська рада,4390707,5 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/304015/
105618,Опубліковано: 25.02.2016,Прийом пропозицій до: 26.02.2016 15:30,Послуги доступу до мережі Інтернет,Департамент фінансів Дніпродзержинської міської ради,2312376,3 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/106306/
615796,Опубліковано: 12.01.2017,Прийом пропозицій до: 19.01.2017 12:00,Послуги з постійного доступу до мережі Інтернет (проводовими мережами),"Державна установа ""Держгідрографія""",21720000,30 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/943173/
083324,Опубліковано: 20.01.2016,Прийом пропозицій до: 28.01.2016 09:00,61.10.4     Послуги зв'язку Інтернетом проводовими мережами,"Комунальне підприємство ""Головний інформаційно-обчислювальний центр""",4013755,68 400 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/84690/
572450,Опубліковано: 22.12.2016,Прийом пропозицій до: 27.12.2016 09:00,Надання телекомунікаційних послуг доступу до мережі Інтернет,Міністерство фінансів України,13480,15 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/851701/
600496,Опубліковано: 04.01.2017,Прийом пропозицій до: 10.01.2017 11:57,Доступ до мережі Інтернет,Житомирський академічний муздрамтеатр,2225341,3 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/919803/
572567,Опубліковано: 22.12.2016,Прийом пропозицій до: 30.12.2016 09:00,Надання послуг із захищеного доступу до мережі Інтернет,Міністерство фінансів України,13480,102 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/851886/
534264,Опубліковано: 13.12.2016,Прийом пропозицій до: 20.12.2016 09:58,Послуги доступу до мережі Інтернет,Служба зовнішньої розвідки України,33240845,80 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/778524/
1943321,Опубліковано: 09.01.2018,Прийом пропозицій до: 11.01.2018 17:00,Послуги інтернет,"Навчально-виховний комплекс N 100 ""загальносвітній навчальний заклад І-ІІ ступенів - ліцей""",26461617,13 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3161960/
615724,Опубліковано: 12.01.2017,Прийом пропозицій до: 19.01.2017 15:00,Послуги з підключення до мережі Інтернет,Вище професійне училище Національного авіаційного університету,5536745,7 100 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/943069/
1812823,Опубліковано: 08.12.2017,Прийом пропозицій до: 15.12.2017 17:00,Послуги доступу до мережі Інтернет,Служба зовнішньої розвідки України,33240845,80 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2926754/
1947920,Опубліковано: 10.01.2018,Прийом пропозицій до: 19.01.2018 12:00,ДК 021:2015: 72400000-4 — Інтернет-послуги,Відділ освіти виконавчого комітету Коростенської міської ради,2143212,68 920 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3168702/
2037212,Опубліковано: 29.01.2018,Прийом пропозицій до: 07.02.2018 11:06,Послуги з доступу до мережі Інтернет (72400000-4),"КП ""ІНФО-РАДА-ДНІПРО ДМР""",36094821,24 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3316555/
078451,Опубліковано: 04.01.2016,Прийом пропозицій до: 13.01.2016 10:00,61.10.4     Послуги зв'язку Інтернетом проводовими мережами,"Комунальне підприємство ""Головний інформаційно-обчислювальний центр""",4013755,68 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/79984/
990029,Опубліковано: 27.04.2017,Прийом пропозицій до: 12.05.2017 20:00,Послуги з доступу до ресурсів всесвітньої мережі Інтернет,Філія «Головний інформаційно-обчислювальний центр» ПАТ «Українська залізниця»,40081258,9 177 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1572668/
080182,Опубліковано: 12.01.2016,Прийом пропозицій до: 18.01.2016 18:00,Послуги з доступу до мережі Інтернет,Фінансове управління Святошинської районної в місті Києві державної адміністрації,37498625,14 400 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/81631/
761960,Опубліковано: 21.02.2017,Прийом пропозицій до: 27.02.2017 14:00,Послуги доступу до мережі Інтернет,"Фізкультурно-оздоровчий центр ""Централізована система дитячо-юнацьких спортивних клубів за місцем пр",36203172,7 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1190040/
1613248,Опубліковано: 27.10.2017,Прийом пропозицій до: 03.11.2017 08:00,ДК 021:2015 72400000-4 Інтернет-послуги (послуги зв’язку Інтернетом) (2 лоти),"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №2"" Дарницького рай",38266365,56 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2591292/
097719,Опубліковано: 12.02.2016,Прийом пропозицій до: 23.02.2016 18:00,Послуги доступу до мережі Інтернет,"Фізкультурно-оздоровчий центр ""Централізована система дитячо-юнацьких спортивних клубів за місцем пр",36203172,6 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/98609/
112197,Опубліковано: 04.03.2016,Прийом пропозицій до: 16.03.2016 18:00,Послуги доступу до мережі Інтернет,"Фізкультурно-оздоровчий центр ""Централізована система дитячо-юнацьких спортивних клубів за місцем пр",36203172,6 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/112701/
2108246,Опубліковано: 09.02.2018,Прийом пропозицій до: 14.02.2018 16:30,72410000-7 Послуги провайдерів (Послуги доступу до мережі Інтернет),"Відділ культури, туризму та охорони культурної спадщини Печерської районної в місті Києві державної",37451566,19 525 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3440958/
309806,Опубліковано: 16.09.2016,Прийом пропозицій до: 26.09.2016 13:00,Підключення до мережі Інтернет,"Управління культури, туризму та охорони культурної спадщини Дніпровської районної в місті Києві держ",37397258,17 700 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/415876/
636605,Опубліковано: 19.01.2017,Прийом пропозицій до: 26.01.2017 15:00,"72410000-7 Послуги провайдерів (Підключення до мережі Інтернет та надання послуги Інтернет за адресою: вулиця Пилипа Орлика, 13 (Дитяча музична школа №28)","Відділ культури, туризму та охорони культурної спадщини Печерської районної в місті Києві державної",37451566,3 900 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/976301/
613210,Опубліковано: 11.01.2017,Прийом пропозицій до: 18.01.2017 18:00,"72410000-7 Послуги провайдерів (Підключення до мережі Інтернет та надання послуги Інтернет за адресою: вулиця Пилипа Орлика, 13 (Дитяча музична школа №28)","Відділ культури, туризму та охорони культурної спадщини Печерської районної в місті Києві державної",37451566,3 900 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/939235/
767025,Опубліковано: 22.02.2017,Прийом пропозицій до: 20.03.2017 17:00,Послуги з доступу до мережі інтернет,"Філія ""ЦТС"" Ліски"" ПАТ ""Укрзалізниця""",40081373,185 000.02 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1198492/
476378,Опубліковано: 23.11.2016,Прийом пропозицій до: 09.12.2016 18:31,код 61.10.4 (72400000-4) - послуги зв’язку Інтернетом проводовими мережами (організація структурованої кабельної мережі з підключенням до Інтернету та надання послуги доступу до мережі Інтернет в навчальних закладах м.Запоріжжя),ДЕПАРТАМЕНТ ОСВІТИ І НАУКИ ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,37573094,1 514 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/681813/
759383,Опубліковано: 21.02.2017,Прийом пропозицій до: 27.02.2017 09:00,Послуги інтернет зв язку,Фінансове управління Печерської районної в місті Києві державної адміністрації,37451530,3 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1185574/
420819,Опубліковано: 04.11.2016,Прийом пропозицій до: 21.11.2016 18:00,код 61.10.4 (72400000-4) - послуги зв’язку Інтернетом проводовими мережами (організація структурованої кабельної мережі з підключенням до Інтернету та надання послуги доступу до мережі Інтернет в навчальних закладах м.Запоріжжя),ДЕПАРТАМЕНТ ОСВІТИ І НАУКИ ЗАПОРІЗЬКОЇ МІСЬКОЇ РАДИ,37573094,1 514 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/592156/
809079,Опубліковано: 07.03.2017,Прийом пропозицій до: 23.03.2017 20:00,"Послуги з доступу до ресурсів всесвітньої мережі Інтернет Харків, Одеса",Філія «Головний інформаційно-обчислювальний центр» ПАТ «Українська залізниця»,40081258,153 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1268892/
744687,Опубліковано: 16.02.2017,Прийом пропозицій до: 20.02.2017 15:00,Інтернет послуги,СМСЧ № 11 МОЗ України,14280983,21 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1160470/
1964087,Опубліковано: 15.01.2018,Прийом пропозицій до: 30.01.2018 22:00,Послуги телефонного зв’язку та передачі даних (Послуги надання доступу до всесвітньої мережі Інтернет) Код ДК 021:2015 64210000-1,"ДП ""Полтавська дирекція УДППЗ ""Укрпошта""""",21061678,2 386 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3193237/
1745254,Опубліковано: 27.11.2017,Прийом пропозицій до: 05.12.2017 09:30,"ДК 021:2015 код 72410000-7 Послуги провайдерів (Підключення до ресурсів мережі Інтернет),",Державне спеціалізоване підприємство «Чорнобильська АЕС»,14310862,68 206 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2812652/
1768457,Опубліковано: 30.11.2017,Прийом пропозицій до: 07.12.2017 20:00,7241 Послуги провайдерів (Послуги щодо забезпечення доступу до мережі Інтернет волоконно-оптичними каналами зв`язку),"УДЦР, Подільська філія УДЦР",21726250,7 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2850803/
1744136,Опубліковано: 27.11.2017,Прийом пропозицій до: 06.12.2017 12:00,Послуги провайдерів за кодом ДК 021:2015 72410000-7 (доступ до мережі Інтернет),"Миколаївська філія ДП ""АМПУ""",38728444,25 133.32 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2810785/
1849640,Опубліковано: 15.12.2017,Прийом пропозицій до: 04.01.2018 18:00,Послуги Інтернет,"ДП ""Укрпошта Сумська дирекція""",22981300,1 574 648.16 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2993655/
2150380,Опубліковано: 20.02.2018,Прийом пропозицій до: 26.02.2018 10:00,Надання доступу до мережі Інтернет через канал безпосереднього зв’язку (Код ДК:021:2015 72410000-7 – Послуги провайдерів),Київський зоологічний парк загальнодержавного значення,2221171,33 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3513728/
263012,Опубліковано: 19.08.2016,Прийом пропозицій до: 23.08.2016 19:00,Інформаційне обладнання,"КУ ""Обласна клінічна психіатрична лікарня Запорізької обласної ради""",5498909,8 800 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/345735/
942029,Опубліковано: 12.04.2017,Прийом пропозицій до: 27.04.2017 19:00,Рекламні та маркетингові послуги (послуги з розміщення рекламних матеріалів на інтернет ресурсах),"ПАТ ""УКРПОШТА""",21560045,2 000 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1491133/
1769361,Опубліковано: 01.12.2017,Прийом пропозицій до: 11.12.2017 12:00,послуги провайдерів,"Державний навчальний заклад ""Міжрегіональне вище професійне училище з поліграфії та інформаційних те",2541384,12 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2852323/
1773041,Опубліковано: 01.12.2017,Прийом пропозицій до: 18.12.2017 20:00,Послуги провайдерів з надання послуг з доступу до мережі Інтернет з використанням захищеного вузла Інтернет доступу,Філія «Головний інформаційно-обчислювальний центр» ПАТ «Українська залізниця»,40081258,834 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2858659/
930706,Опубліковано: 10.04.2017,Прийом пропозицій до: 13.04.2017 16:11,Доступ до мережі Інтернет (швидкість не нижче 30720Кбіт/с),Івано-Франківський обласний центр зайнятості,3491062,4 300 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1472536/
1925189,Опубліковано: 29.12.2017,Прийом пропозицій до: 16.01.2018 18:00,Послуги надання доступу до всесвітньої мережі Інтернет,"Луганська дирекція УДППЗ ""Укрпошта""",21796581,2 537 328.24 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3133686/
114073,Опубліковано: 10.03.2016,Прийом пропозицій до: 21.03.2016 11:00,Послуги зв´язку Інтернетом проводовими мережами (Підключення до ресурсів мережі Інтернет),Управління (інспекція) самоврядного контролю виконавчого органу Київської міської ради (Київської мі,39843025,5 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/114527/
073420,Опубліковано: 15.12.2015,Прийом пропозицій до: 21.12.2015 16:00,Послуги доступу до мережі Інтернет,Служба зовнішньої розвідки України,33240845,79 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/75194/
1612344,Опубліковано: 27.10.2017,Прийом пропозицій до: 11.11.2017 19:00,Послуги телефонного зв'язку та передачі даних  (послуги надання доступу до всесвітньої мережі Інтернет для ЦОП),"ПАТ ""УКРПОШТА""",21560045,365 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2589840/
109006,Опубліковано: 01.03.2016,Прийом пропозицій до: 10.03.2016 18:00,Послуги зв´язку Інтернетом проводовими мережами (Підключення до  ресурсів мережі Інтернет),Дарницька районна в місті Києві державна адміністрація,37388222,49 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/109621/
773546,Опубліковано: 24.02.2017,Прийом пропозицій до: 06.03.2017 12:00,постачання інтернет-послуг,Комунальне підприємство «Компанія «Вода Донбасу»,191678,5 880 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1210140/
2103088,Опубліковано: 09.02.2018,Прийом пропозицій до: 26.02.2018 18:00,ДК 021:2015 код 72410000-7 «Послуги провайдерів» (підключення до мережі Інтернет та надання послуги Інтернет),УПРАВЛІННЯ ОСВІТИ ДАРНИЦЬКОЇ РАЙОННОЇ В МІСТІ КИЄВІ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ,37448113,584 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3431870/
2012902,Опубліковано: 24.01.2018,Прийом пропозицій до: 10.02.2018 18:00,Послуги Інтернет,"ДП ""Укрпошта Сумська дирекція""",22981300,1 101 600 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3273750/
